Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A6H611,0.5027994943965117,0.37540584301730623,0.36336746529008207,0.369688633536747,0.3137368241449119,0.24199521107915017,0.4130135888057988,0.33586543985260214,0.30548544945708317,0.28699411862540747,0.3892097345464169,0.4294735098862772,0.2974429831029029,0.28916493077331024,0.5993033741270086
A6H630,2.3293826645425484,2.288245581233383,2.0652664808688477,1.9640031233559272,1.7522906733505315,2.5064560291592923,2.1483964558845963,2.105337653412013,2.4414834480834537,2.38324127184515,2.702051367384487,2.262117400105334,1.8584137383360146,2.7986448871289524,2.257971969518326
A6H6A9,0.3166825473881801,0.32395068611409833,0.280800501912463,0.2983397801552204,0.25503404883611275,0.30044628829866094,0.24466151432972583,0.3349215650197841,0.26597037619237157,0.24417386376510944,0.20646190073765425,0.4137702065390344,0.2660554752797774,0.32886783484590676,0.3002304986406657
A6H8H2,0.006449927677311454,0.005787751874831503,0.007050508614770232,0.009370214360110072,0.006122734182214358,0.004957693390796974,0.006633666150533356,0.008398995683397099,0.00487754127521597,0.0037460284957421606,0.006252290154131045,0.005976198526789905,0.006083219972159092,0.00885486155944146,0.0
A6X919,0.9239085591824514,0.06952928464032876,0.14438749791978134,0.9584921557785963,0.668953521405941,0.8846973489605625,0.021011279670756576,0.16329034607751974,0.12886769355248678,0.019749040258711055,1.0667482216552406,0.11781423064036967,0.7799374038942158,1.0089666013790346,0.1386907224243452
B0F2B4,0.2218205791553813,0.299557695153632,0.3187476228429597,0.35112884789149457,0.20397289862375992,0.34889647370872223,0.2038103315330406,0.38135523903215335,0.1910600231985758,0.32043099321166907,0.2702491127550067,0.2783456549757517,0.17427343505874815,0.29397278641471125,0.28446255099831785
B0V2N1,0.6352566779364688,0.6899000234799152,0.535319766419062,0.6313217408585315,0.4271385405761745,0.5306905513907593,0.41064327391508815,0.5750184836773018,0.45061161392695653,0.632989101510488,0.6481515140439525,0.538348869637471,0.39994965188972975,0.5004268366948053,0.6374862668784607
B1AR13,0.816347948117453,1.0911478381623514,1.0385048712369116,1.2643983001596064,0.610009233007674,0.8645597162319868,0.6705786196626683,0.7682644362910991,0.9065384971922894,0.7436214435707129,0.9905048029478399,1.0023459735660534,0.6641868507271971,0.9893673647206459,0.6783298257507352
B1AS29,0.0,0.0,0.0,0.017608054701708356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1AVZ0,0.5768865015007649,0.4406644476859946,0.4899853146417143,0.5786255752750978,0.378911395523047,0.564413095087025,0.4998791984634304,0.4898859415193932,0.45136568327945975,0.6264436216120138,0.562838041921468,0.6055986388576566,0.365185344959457,0.7733028576447898,0.687758853056106
B1AXP6,0.9594684680991987,0.9860150276360004,0.9374126850948543,1.0592909916105708,0.6762743869304376,0.92517239252018,0.8973663060083727,0.45434657018265523,0.36872611942250594,0.8758584465545729,0.46389200466600927,0.9584188100988917,0.6934714204340696,1.2835660940780678,0.42417552935329483
B1AXV0,0.322324843235857,0.3872863953363721,0.33895240511601654,0.39105612869006884,0.26621912379209633,0.2693728022410948,0.30413528737242046,0.36623833842023085,0.3202863594918873,0.32522338303943304,0.3602570246450557,0.30796799465116204,0.31614525508094937,0.35171959898192084,0.3571734214615659
